RoarPyWaypoint(location=array([-283.79998779,  391.69998169,    0.59999996]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.91985925]), lane_width=12.0)
RoarPyWaypoint(location=array([-366.83666992, -531.91516113,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-366.7428894, -529.9173584,    0.       ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-366.64910889, -527.91955566,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-366.55532837, -525.92175293,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-366.46151733, -523.9239502 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-366.36773682, -521.92614746,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-366.2739563 , -519.92834473,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-366.18017578, -517.93054199,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-366.08636475, -515.93273926,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-365.99258423, -513.93493652,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-365.89880371, -511.93713379,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-365.80502319, -509.93933105,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-365.71121216, -507.94152832,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-365.61743164, -505.94372559,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-365.52365112, -503.94592285,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-365.42987061, -501.94812012,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-365.33609009, -499.95031738,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-365.24227905, -497.95251465,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-365.14849854, -495.95471191,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-365.05471802, -493.95690918,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-364.9609375 , -491.95913696,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-364.86712646, -489.96133423,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-364.77334595, -487.96353149,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-364.67956543, -485.96572876,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-364.58578491, -483.96792603,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-364.49197388, -481.97015381,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-364.39819336, -479.97235107,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-364.30441284, -477.97454834,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-364.21063232, -475.97674561,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-364.11682129, -473.97894287,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-364.02304077, -471.98114014,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-363.92926025, -469.9833374 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-363.83547974, -467.98553467,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-363.74169922, -465.98773193,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-363.64788818, -463.9899292 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-363.55410767, -461.99212646,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-363.46032715, -459.99432373,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-363.36654663, -457.996521  ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-363.2727356 , -455.99871826,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-363.17895508, -454.00091553,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-363.08517456, -452.00314331,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-362.99139404, -450.00534058,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-362.89758301, -448.00753784,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-362.80380249, -446.00973511,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-362.71002197, -444.01193237,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-362.61624146, -442.01416016,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-362.52246094, -440.01635742,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-362.4286499 , -438.01855469,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-362.33486938, -436.02075195,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-362.24108887, -434.02294922,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-362.14730835, -432.02514648,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-362.05349731, -430.02734375,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-361.9597168 , -428.02954102,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-361.86593628, -426.03173828,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-361.77215576, -424.03393555,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-361.67834473, -422.03613281,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-361.58456421, -420.03833008,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-361.49078369, -418.04052734,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-361.39700317, -416.04272461,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-361.30322266, -414.04492188,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-361.20941162, -412.04711914,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-361.1156311 , -410.04934692,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-361.02185059, -408.05154419,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-360.92807007, -406.05374146,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-360.83425903, -404.05593872,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-360.74047852, -402.05813599,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-360.646698  , -400.06036377,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-360.55291748, -398.06256104,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-360.45910645, -396.0647583 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-360.36532593, -394.06695557,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-360.27154541, -392.06915283,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-360.17776489, -390.0713501 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-360.08395386, -388.07354736,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-359.99017334, -386.07574463,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-359.89639282, -384.07794189,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-359.8026123 , -382.08013916,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-359.70883179, -380.08233643,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-359.61502075, -378.08453369,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-359.52124023, -376.08673096,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-359.42745972, -374.08895874,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-359.3336792 , -372.09115601,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-359.23986816, -370.09335327,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-359.14608765, -368.09555054,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-359.05230713, -366.0977478 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-358.95852661, -364.09994507,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-358.86471558, -362.10214233,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-358.77093506, -360.1043396 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-358.67715454, -358.10653687,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-358.58337402, -356.10873413,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-358.48956299, -354.11096191,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-358.39578247, -352.11315918,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-358.30200195, -350.11535645,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-358.20822144, -348.11755371,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-358.11444092, -346.11975098,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-358.02062988, -344.12194824,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-357.92684937, -342.12414551,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-357.83306885, -340.12634277,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-357.73928833, -338.12854004,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-357.64547729, -336.1307373 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-357.55169678, -334.13296509,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-357.45791626, -332.13516235,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-357.36413574, -330.13735962,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-357.27032471, -328.13955688,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-357.17654419, -326.14175415,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-357.08276367, -324.14395142,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-356.98898315, -322.14614868,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-356.89520264, -320.14834595,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-356.8013916 , -318.15054321,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-356.70761108, -316.15274048,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-356.61383057, -314.15496826,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-356.52005005, -312.15716553,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-356.42623901, -310.15936279,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-356.3324585 , -308.16156006,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-356.23867798, -306.16375732,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-356.14489746, -304.16595459,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-356.05108643, -302.16815186,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-355.95730591, -300.17034912,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-355.86352539, -298.17254639,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-355.76974487, -296.17474365,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-355.67596436, -294.17694092,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-355.58215332, -292.1791687 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-355.4883728 , -290.18136597,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-355.39459229, -288.18356323,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-355.30081177, -286.1857605 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-355.20700073, -284.18795776,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-355.11322021, -282.19015503,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-355.0194397 , -280.19235229,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-354.92565918, -278.19454956,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-354.83184814, -276.19674683,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-354.73806763, -274.19894409,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-354.64428711, -272.20117188,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-354.55050659, -270.20336914,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-354.45672607, -268.20556641,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-354.36291504, -266.20776367,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-354.26913452, -264.20996094,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-354.175354 , -262.2121582,    0.       ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-354.08157349, -260.21435547,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-353.98776245, -258.21655273,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-353.89398193, -256.21875   ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000018119812012)
RoarPyWaypoint(location=array([-353.80020142, -254.22094727,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000017166137695)
RoarPyWaypoint(location=array([-353.7064209 , -252.22317505,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000017166137695)
RoarPyWaypoint(location=array([-353.61260986, -250.22537231,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000017166137695)
RoarPyWaypoint(location=array([-353.51882935, -248.22756958,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52388514]), lane_width=12.000017166137695)
RoarPyWaypoint(location=array([-353.4251709 , -246.22973633,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.52447277]), lane_width=11.999995231628418)
RoarPyWaypoint(location=array([-353.33654785, -244.23170471,    0.        ]), roll_pitch_yaw=array([ 0.       , -0.       ,  1.5284727]), lane_width=12.000003814697266)
RoarPyWaypoint(location=array([-353.25592041, -242.2333374 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53247277]), lane_width=12.000021934509277)
RoarPyWaypoint(location=array([-353.18328857, -240.23464966,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53647271]), lane_width=11.999987602233887)
RoarPyWaypoint(location=array([-353.11630249, -238.23577881,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-353.04959106, -236.2368927 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.98287964, -234.23800659,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.91616821, -232.23912048,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.84945679, -230.24023438,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.78274536, -228.24134827,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.71603394, -226.24246216,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.64932251, -224.24357605,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.58261108, -222.24468994,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.51586914, -220.24580383,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.44915771, -218.24691772,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.38244629, -216.24803162,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.31573486, -214.24914551,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.24902344, -212.25024414,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.18231201, -210.25137329,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.11560059, -208.25247192,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-352.04888916, -206.25360107,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.98217773, -204.25469971,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.91543579, -202.2558136 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.84872437, -200.25692749,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
